aID,Bag#,Size,Class,Order,Family,Genus,Species,count,Element,Portion,Segment,Side,Fusion,Scan1,Scan2,Scan3,Scan4,FFI.A,FFI.O,FFI.T,Ipcts,CM,Weath1,Weath2,Carn,Rod,Burn,MaxD,CorT,Comments
901,M16-17-8,s,Bivalvia,-,-,-,-,10,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"37.07, 40.78, 18.24, 14.84, 8.59, 6.16, 6.36, 16.76, 13.21, 7.32",-,
902,M16-17-61,s,Gastropoda,-,-,-,-,4,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.34, 9.22, 6.01, 6.46",-,
903,M16-17-61,s,Gastropoda,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.15, 5.02",-,
904,M16-17-52,l,Mammalia,-,-,-,-,1,TA,SH,FR,R,4,-,-,-,-,1,1,2,0,0,-,-,0,0,0,78.43,6.79,PL foramen
905,M16-17-52,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,21.19,1.06,
906,M16-17-52,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"17.65, 16.27",-,
907,M16-17-52,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,8.61,-,
908,M16-17-52,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"14.01, 13.53, 15.74, 9.39, 12.91, 5.34, 6.15",-,
909,M16-17-65,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.56,-,
910,M16-17-57,m,Mammalia,Carnivora,Canidae,Canis,-,1,MR,TW,CR,L,0,-,-,-,-,2,2,2,0,0,1,1,0,0,0,57.26,-,dog or wolf?
911,M16-17-57,m,Mammalia,Artiodactyla,-,-,-,1,CE,AP,PL,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,25.06,-,
912,M16-17-57,m,Mammalia,Artiodactyla,-,-,-,1,CE,AP,AL,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,32.69,-,
913,M16-17-57,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,25.44,-,
914,M16-17-57,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"14.29, 8.99, 9.86, 14.66, 10.58, 6.95",-,
915,M16-17-57,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,23.49,1.07,
916,M16-17-57,m,Mammalia,-,-,-,-,1,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,25.75,-,
917,M16-17-57,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,1,1,0,0,0,25.18,3.76,
918,M16-17-57,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,8.02,-,
919,M16-17-57,m,Mammalia,-,-,-,-,1,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,44,-,
920,M16-17-57,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,25.44,1.39,
921,M16-17-57,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.56, 10.10","1.06, 0.78",
922,M16-17-57,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"19.74, 20.48",-,
923,M16-17-57,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.81, 9.44, 9.68, 17.90, 9.90, 14.42, 13.48",-,
924,M16-17-96,m,Mammalia,-,-,-,-,1,TFR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.83,-,
925,M16-17-45,s,Bivalvia,-,-,-,-,7,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"22.57, 17.65, 15.10, 15.63, 8.15, 7.32, 7.38",-,
926,M16-17-62,m,Mammalia,-,-,-,-,1,MT,SH,FR,U,4,-,-,-,-,0,0,1,0,0,1,1,0,0,0,37.2,6.79,
927,M16-17-62,s,Mammalia,Lagomorpha,Leporidae,-,-,1,HM,DSE,CO,L,4,HU5,-,-,-,-,-,-,0,0,-,-,0,0,3,8.62,-,
928,M16-17-62,s,Mammalia,Rodentia,-,-,-,1,HM,DS,CO,L,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.75,0.54,
929,M16-17-62,s,Mammalia,Lagomorpha,Leporidae,-,-,1,SC,GN,CO,R,4,SP1,-,-,-,-,-,-,0,0,-,-,0,0,1,10.97,-,
930,M16-17-62,s,Mammalia,Lagomorpha,Leporidae,-,-,1,SC,GN,FR,L,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.5,-,
931,M16-17-62,s,Mammalia,-,-,-,-,1,RD,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,14.43,0.92,
932,M16-17-62,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,12.91,2.12,
933,M16-17-62,s,Reptilia,Testudines,-,-,-,3,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.22, 15.81, 9.47",-,
934,M16-17-62,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,16.62,-,
935,M16-17-62,m,Mammalia,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,0,1,1,0,0,1,1,0,0,0,"36.27, 37.01, 42.71",-,
936,M16-17-62,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"21.22, 23.23",-,
937,M16-17-62,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"16.27, 12.55",-,
938,M16-17-62,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"17.18, 13.17",-,
939,M16-17-62,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,0,21.47,2.3,
940,M16-17-62,s,-,-,-,-,-,4,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.90, 10.36, 8.28, 9.71","0.67, 1.56, 0.94, 1.47",
941,M16-17-62,s,-,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.13, 13.11, 13.05",-,
942,M16-17-62,u,-,-,-,-,-,24,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.49, 7.43, 5.47, 7.49, 16.57, 15.02, 7.10, 9.16, 10.33, 9.46, 3.92, 9.29, 7.40, 10.86, 12.86, 14.70, 9.51, 9.02, 7.76, 5.99, 6.24, 9.11, 6.65, 19.18",-,
943,M16-17-62,u,-,-,-,-,-,71,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.64, 5.59, 5.62, 6.44, 4.38, 7.65, 8.31, 9.01, 8.08, 7.40, 6.65, 13.84, 6.79, 6.29, 6.73, 10.71, 8.24, 9.56, 7.55, 8.31, 7.05, 4.27, 10.95, 4.32, 10.25, 9.24, 10.90, 5.67, 4.73, 5.57, 13.24, 7.49, 13.66, 7.81, 6.70, 5.24, 7.60, 9.19, 11.33, 6.76, 7.81, 11.47, 7.15, 3.99, 5.92, 7.17, 5.59, 8.09, 7.32, 7.26, 8.20, 5.91, 5.16, 3.46, 5.90, 7.29, 8.46, 6.94, 4.51, 1.72, 6.11",-,
944,M16-17-127,s,Bivalvia,-,-,-,-,9,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"26.64, 9.86, 5.89, 6.65, 4.03, 4.60, 4.31, 2.35, 4.46, 5.62",-,
945,M16-17-127,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.02,-,
946,M16-17-88,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,I1MX,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.34,-,
947,M16-17-160,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.34,-,
948,M16-17-119,s,Gastropoda,-,-,-,-,6,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.33, 7.06, 6.80, 5.35, 6.50, 4.60",-,
949,M16-17-119,s,Gastropoda,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.01, 7.05, 9.54, 7.55, 10.27, 7.90",-,
950,M16-17-76,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,HM,DS,CO,R,3,HU4,HU5,-,-,0,0,1,0,0,1,4,0,1,0,73.59,6.31,
951,M16-17-76,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"21.75, 42.13",-,
952,M16-17-76,m,Mammalia,Carnivora,Canidae,Canis,-,1,CL,CO,CO,R,3,-,-,-,-,-,-,-,0,0,4,4,0,0,0,33.88,-,
953,M16-17-76,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"13.93, 17.15",-,
954,M16-17-76,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.11, 10.93, 15.11, 7.57",-,
955,M16-17-76,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.18, 11.48, 26.58, 12.68, 9.28, 15.02",-,
956,M16-17-54,m,Mammalia,-,-,-,-,1,MT,SH,FR,U,4,-,-,-,-,1,2,1,0,0,1,1,0,0,3,17.5,6.79,
957,M16-17-54,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"31.69, 9.75",-,
958,M16-17-54,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"25.25, 9.83",-,
959,M16-17-54,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,1,1,0,0,0,1,1,0,0,0,"46.85, 32.01",-,
960,M16-17-54,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,1,1,0,0,0,24.97,-,
961,M16-17-54,u,-,-,-,-,-,1,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,20.76,-,
962,M16-17-54,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,18.79,-,
963,M16-17-54,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.63, 13.26, 17.84, 13.63",-,
964,M16-17-96,s,Gastropoda,-,-,-,-,3,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.16, 6.44, 6.69",-,
965,M16-17-97,s,Gastropoda,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.70, 11.63, 9.12, 9.75",-,
966,M16-17-123,s,Gastropoda,-,-,-,-,4,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.92, 6.81, 7.24, 9.97",-,
967,M16-17-123,s,Gastropoda,-,-,-,-,10,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.57, 8.35, 8.45, 5.63, 8.64, 5.65, 5.41, 6.47, 7.73, 4.76",-,
968,M16-17-113,s,Bivalvia,-,-,-,-,7,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"30.27, 15.81, 13.22, 12.83, 11.82, 10.19, 10.75",-,
969,M16-17-97,s,Bivalvia,-,-,-,-,7,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.30, 13.21, 13.01, 7.57, 8.73, 6.54, 5.58",-,
970,M16-17-100,s,Bivalvia,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.86, 13.35, 8.62",-,
971,M16-17-98,u,Mammalia,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.54,-,
972,M16-17-100,s,Gastropoda,-,-,-,-,3,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.25, 6.50, 6.95",-,
973,M16-17-132,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,-,-,-,0,0,4,4,0,0,0,21.57,-,
974,M16-17-132,m,Mammalia,Artiodactyla,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.31,-,
975,M16-17-132,s,Reptilia,Testudines,-,-,-,6,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.19, 13.84, 17.85, 15.75, 12.27, 10.56",-,
976,M16-17-132,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.77, 8.30, 7.82, 8.88, 6.59",-,
977,M16-17-132,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.5,1.08,
978,M16-17-132,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.81,2.75,
979,M16-17-132,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"8.15, 8.35",-,
980,M16-17-132,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"5.44, 11.62, 4.62",-,
981,M16-17-132,u,-,-,-,-,-,16,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.83, 8.38, 11.58, 6.40, 8.31, 7.57, 4.88, 11.07, 7.57, 5.97, 7.23, 8.41, 5.48, 7.31, 3.21, 7.71",-,
982,M16-17-105,s,Bivalvia,-,-,-,-,11,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"18.12, 13.32, 12.69, 22.94, 12.90, 12.34, 8.70, 6.42, 6.69, 7.77, 7.22",-,
983,M16-17-88,s,Bivalvia,-,-,-,-,8,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.57, 7.36, 5.97, 8.77, 5.37, 9.32, 7.31, 4.69",-,
984,M16-17-60,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.7,-,
985,M16-17-60,s,Gastropoda,-,-,-,-,12,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.45, 7.00, 3.93, 3.24, 7.93, 3.63, 4.46, 4.31, 4.78, 3.49, 2.50, 2.39",-,
986,M16-17-105,s,Gastropoda,-,-,-,-,11,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.33, 6.59, 6.76, 6.89, 6.50, 6.76, 6.89, 6.87, 6.25, 6.85, 6.27",-,
987,M16-17-84,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"10.90, 9.67, 4.27, 8.48, 7.89, 3.68, 11.42, 13.16, 7.87, 6.53, 8.02",-,
988,M16-17-84,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,-,-,0,0,1,"13.00, 26.62","2.95, 3.12",
989,M16-17-84,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.27, 8.65, 11.67, 13.32, 8.10, 11.26, 16.42, 4.30, 18.41",-,
990,M16-17-84,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,23.11,-,
991,M16-17-84,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,-,-,0,0,0,15.79,2.12,
992,M16-17-84,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,3,3,0,0,0,23.33,4.18,
993,M16-17-114,m,Mammalia,Artiodactyla,-,-,-,1,MR,AR,CD,R,4,-,-,-,-,2,2,2,0,0,1,1,3,0,0,42.04,-,
994,M16-17-114,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,12.27,-,
995,M16-17-114,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,16.75,-,
996,M16-17-114,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.86,-,
997,M16-17-114,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.02, 11.85",-,
998,M16-17-114,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.82, 8.27, 7.13",-,
999,M16-17-89,u,-,-,-,-,-,13,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.50, 8.77, 13.98, 10.56, 6.86, 7.26, 8.01, 11.24, 6.86, 8.26, 13.10, 6.13, 13.53",-,
1000,M16-17-89,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,22.16,-,
1001,M16-17-89,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.12, 12.13",-,
1002,M16-17-89,s,Mammalia,Rodentia,-,-,-,1,IS,OT,CR,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.1,-,
1003,M16-17-89,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,PHF,DSS,CO,U,3,PH2,-,-,-,-,-,-,0,0,-,-,0,0,3,10.24,0.63,
1004,M16-17-89,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,20.99,0.75,
1005,M16-17-89,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"20.95, 20.94, 20.21, 12.57, 11.71",-,
1006,M16-17-95,m,Mammalia,Artiodactyla,-,-,-,1,RD,DSE,CO,R,0,RA5,-,-,-,-,-,-,0,0,4,4,0,0,0,32.26,-,Too deteriorated to for a more specific taxonomic ID
1007,M16-17-95,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.54, 9.07, 12.64, 10.35, 11.97, 7.70",-,
1008,M16-17-95,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,8.81,0.88,
1009,M16-17-95,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,10.94,0.93,
1010,M16-17-95,s,-,-,-,-,-,1,LB,SH,CO,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.39,0.98,"possible bone bead, margins are smoothed/ground"
1011,M16-17-95,u,-,-,-,-,-,4,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.97, 9.53, 5.96, 10.92",-,
1012,M16-17-95,s,Reptilia,Testudines,-,-,-,4,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"30.42, 12.18, 10.20, 10.17",-,
1013,M16-17-95,m,Mammalia,-,-,-,-,2,RB,BL,FR,U,4,-,-,-,-,2,2,2,0,0,-,-,0,0,0,"35.25, 23.34",-,
1014,M16-17-95,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,2,2,0,0,1,1,0,0,1,16.21,1.97,
1015,M16-17-95,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.72,0.79,
1016,M16-17-95,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.48, 20.10, 12.32",-,
1017,M16-17-11,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,13.42,-,
1018,M16-17-11,m,Mammalia,Artiodactyla,-,-,-,1,MT,SH,FR,U,4,-,-,-,-,1,1,0,0,0,1,1,0,0,3,11.56,-,"meddulary surface missing, no thickness measurement possible"
1019,M16-17-11,m,Mammalia,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.01, 19.90, 13.53, 13.17, 20.41, 11.37, 14.26",-,
1020,M16-17-11,u,-,-,-,-,-,20,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.89, 11.57, 10.40, 8.45, 6.71, 13.83, 9.13, 8.81, 7.89, 3.59, 3.61, 12.27, 8.97, 8.58, 11.68, 10.90, 11.13, 9.71, 6.87, 8.42",-,
1021,M16-17-11,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.99,-,
1022,M16-17-11,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,5,5,0,0,0,34.83,4.55,
1023,M16-17-11,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,1,1,2,0,0,-,-,0,0,0,26.59,-,
1024,M16-17-11,u,-,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.44, 9.60, 8.74, 15.46, 14.20, 14.41, 18.92, 9.43, 11.96, 14.67",-,
1025,M16-17-11,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,1,"19.80, 27.91","3.95, 6.31",
1026,M16-17-11,m,Mammalia,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"18.02, 12.69, 16.27",-,
1027,M16-17-111,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.84,-,
1028,M16-17-117,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"4.20, 6.87, 7.57, 7.13, 7.80",-,
1029,M16-17-89,s,Gastropoda,-,-,-,-,4,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.42, 6.60, 9.24, 8.38",-,
1030,M16-17-26,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.76, 7.29",-,
1031,M16-17-120,s,Gastropoda,-,-,-,-,3,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.42, 6.18, 6.77",-,
1032,M16-17-120,s,Gastropoda,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.99, 6.76",-,
1033,M16-17-96,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.93,-,
1034,M16-17-96,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.57,-,
1035,M16-17-115,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.64,-,
1036,M16-17-115,s,Gastropoda,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"18.47, 7.48, 8.90, 10.11, 8.54, 11.07",-,
1037,M16-17-67,m,Mammalia,Rodentia,Castoridae,Castor,canadensis,1,IUUN,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,43.38,-,
1038,M16-17-67,m,Mammalia,Carnivora,-,-,-,1,CUUN,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,27.91,-,
1039,M16-17-50,s,Bivalvia,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"54.67, 13.53, 10.83, 6.08, 29.71, 27.95",-,
1040,M16-17-193,u,-,-,-,-,-,2,TFR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.30, 10.82",-,
1041,M16-17-32,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"45.65, 13.76, 15.41, 15.50, 8.84",-,
1042,M16-17-43,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.62, 9.87, 8.93, 9.28, 7.09, 7.36, 5.50, 8.51",-,
1043,M16-17-43,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"19.48, 4.25, 4.81, 4.56, 4.71, 3.77, 3.59",-,
1044,M16-17-43,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,0,1,0,0,1,1,0,0,0,30.61,3,
1045,M16-17-43,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,0,0,0,1,1,0,0,1,26.61,4.24,
1046,M16-17-43,m,Mammalia,Artiodactyla,-,-,-,1,MT,SH,FR,U,4,-,-,-,-,0,0,0,0,0,1,1,0,0,0,30.53,4.57,
1047,M16-17-90,s,Bivalvia,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.19, 5.41, 11.10, 5.16, 8.49, 5.95",-,
1048,M16-17-54,s,Mammalia,Lagomorpha,Leporidae,-,-,1,IUMR,CO,CO,L,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.82,-,
1049,M16-17-106,s,Bivalvia,-,-,-,-,9,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"21.87, 11.09, 7.89, 7.77, 6.92, 10.08, 5.32, 6.02, 5.62",-,
1050,M16-17-75,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"20.87, 14.93, 8.66, 16.86",-,
1051,M16-17-19,m,Mammalia,-,-,-,-,1,HM,DDS,FR,U,4,-,-,-,-,1,0,2,0,0,1,1,0,0,0,23.28,4.26,
1052,M16-17-19,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,9.8,-,
